ticket_id,order_date,restaurant,meal_period,menu_item,item_category,quantity,unit_price,revenue,booking_source,guest_count,table_id
R20015,2025-04-20,Bella Roma,Lunch,Tiramisu,Dessert,2,8,16,Walk-in,1,T11
R20149,2025-04-20,La Trattoria,Lunch,Gelato,Dessert,2,6,12,Partner App,2,T23
R20393,2025-04-20,La Trattoria,Dinner,Risotto ai Funghi,Pasta,1,19,19,Online,3,T06
R20410,2025-04-20,La Trattoria,Lunch,Espresso,Drinks,1,3,3,Partner App,2,T21
R20491,2025-04-20,Il Capriccio,Dinner,Sparkling Water,Drinks,1,4,4,Phone,2,T17
R20649,2025-04-20,Bella Roma,Lunch,Gelato,Dessert,1,6,6,Online,4,T25
R20650,2025-04-20,Bella Roma,Dinner,Margherita Pizza,Pizza,1,14,14,Partner App,1,T14
R20724,2025-04-20,Il Capriccio,Dinner,Risotto ai Funghi,Pasta,2,19,38,Partner App,2,T23
R20825,2025-04-20,La Trattoria,Dinner,Risotto ai Funghi,Pasta,1,19,19,Partner App,2,T25
R20846,2025-04-20,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Phone,3,T03
R20996,2025-04-20,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Partner App,5,T07
R21073,2025-04-20,Il Capriccio,Dinner,Risotto ai Funghi,Pasta,1,19,19,Walk-in,6,T23
R20113,2025-04-21,La Trattoria,Dinner,House Wine,Drinks,2,12,24,Partner App,5,T11
R20205,2025-04-21,Il Capriccio,Dinner,Espresso,Drinks,1,3,3,Phone,3,T08
R20215,2025-04-21,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Online,2,T01
R20380,2025-04-21,Il Capriccio,Dinner,Diavola,Pizza,2,16,32,Phone,1,T25
R20428,2025-04-21,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Online,2,T14
R20535,2025-04-21,Il Capriccio,Dinner,Quattro Stagioni,Pizza,3,18,54,Phone,3,T21
R20563,2025-04-21,La Trattoria,Lunch,Gelato,Dessert,1,6,6,Phone,4,T13
R20634,2025-04-21,Bella Roma,Lunch,Diavola,Pizza,1,16,16,Partner App,3,T18
R20988,2025-04-21,Il Capriccio,Lunch,Gelato,Dessert,1,6,6,Walk-in,2,T03
R21018,2025-04-21,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,1,14,14,Online,2,T25
R21030,2025-04-21,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Partner App,2,T16
R20134,2025-04-22,Bella Roma,Dinner,Gelato,Dessert,1,6,6,Walk-in,4,T19
R20158,2025-04-22,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,4,T17
R20290,2025-04-22,Il Capriccio,Lunch,Tiramisu,Dessert,1,8,8,Walk-in,3,T03
R20506,2025-04-22,Il Capriccio,Lunch,House Wine,Drinks,2,12,24,Phone,2,T12
R20660,2025-04-22,La Trattoria,Lunch,Diavola,Pizza,2,16,32,Phone,3,T24
R20852,2025-04-22,La Trattoria,Dinner,Risotto ai Funghi,Pasta,1,19,19,Online,2,T14
R20867,2025-04-22,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,1,19,19,Partner App,1,T05
R20956,2025-04-22,Bella Roma,Dinner,Gelato,Dessert,1,6,6,Partner App,3,T11
R21194,2025-04-22,Bella Roma,Lunch,Gelato,Dessert,1,6,6,Phone,4,T21
R20021,2025-04-23,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Walk-in,4,T13
R20064,2025-04-23,La Trattoria,Dinner,Espresso,Drinks,1,3,3,Phone,3,T09
R20110,2025-04-23,La Trattoria,Dinner,Margherita Pizza,Pizza,1,14,14,Walk-in,2,T18
R20136,2025-04-23,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Partner App,2,T01
R20212,2025-04-23,Il Capriccio,Lunch,Penne Arrabbiata,Pasta,1,14,14,Walk-in,2,T13
R20275,2025-04-23,Il Capriccio,Lunch,Lasagna,Pasta,1,18,18,Online,3,T11
R20387,2025-04-23,La Trattoria,Dinner,Panna Cotta,Dessert,1,7,7,Partner App,3,T09
R20607,2025-04-23,Il Capriccio,Lunch,Lasagna,Pasta,1,18,18,Partner App,2,T11
R20791,2025-04-23,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,3,T11
R20803,2025-04-23,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Phone,5,T24
R20931,2025-04-23,Bella Roma,Lunch,Risotto ai Funghi,Pasta,1,19,19,Walk-in,4,T10
R21050,2025-04-23,Il Capriccio,Lunch,Diavola,Pizza,1,16,16,Online,4,T21
R21100,2025-04-23,La Trattoria,Lunch,Quattro Stagioni,Pizza,1,18,18,Walk-in,3,T05
R21157,2025-04-23,Il Capriccio,Lunch,House Wine,Drinks,1,12,12,Walk-in,5,T16
R21169,2025-04-23,Il Capriccio,Dinner,Sparkling Water,Drinks,1,4,4,Partner App,2,T04
R20071,2025-04-24,La Trattoria,Dinner,Panna Cotta,Dessert,1,7,7,Walk-in,2,T10
R20127,2025-04-24,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,1,19,19,Online,2,T04
R20142,2025-04-24,La Trattoria,Dinner,Panna Cotta,Dessert,1,7,7,Partner App,2,T18
R20195,2025-04-24,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Online,6,T17
R20232,2025-04-24,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Phone,2,T19
R20265,2025-04-24,Il Capriccio,Lunch,Diavola,Pizza,1,16,16,Online,4,T07
R20334,2025-04-24,Bella Roma,Lunch,Gelato,Dessert,2,6,12,Partner App,3,T11
R20425,2025-04-24,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Partner App,4,T15
R20678,2025-04-24,Bella Roma,Dinner,Penne Arrabbiata,Pasta,3,14,42,Walk-in,3,T19
R20694,2025-04-24,Il Capriccio,Lunch,Gelato,Dessert,1,6,6,Online,4,T14
R20739,2025-04-24,Il Capriccio,Dinner,Lasagna,Pasta,1,18,18,Online,1,T05
R20849,2025-04-24,Il Capriccio,Lunch,Diavola,Pizza,1,16,16,Online,2,T04
R20954,2025-04-24,Il Capriccio,Lunch,House Wine,Drinks,1,12,12,Partner App,1,T01
R21081,2025-04-24,La Trattoria,Lunch,Panna Cotta,Dessert,1,7,7,Walk-in,2,T07
R21129,2025-04-24,Bella Roma,Lunch,Espresso,Drinks,1,3,3,Walk-in,5,T12
R20163,2025-04-25,Il Capriccio,Lunch,House Wine,Drinks,1,12,12,Phone,2,T13
R20390,2025-04-25,Bella Roma,Lunch,Risotto ai Funghi,Pasta,1,19,19,Walk-in,4,T03
R20680,2025-04-25,Il Capriccio,Dinner,Sparkling Water,Drinks,1,4,4,Walk-in,5,T19
R20714,2025-04-25,Il Capriccio,Lunch,Quattro Stagioni,Pizza,1,18,18,Partner App,6,T13
R20939,2025-04-25,La Trattoria,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,3,T20
R20991,2025-04-25,Il Capriccio,Lunch,Sparkling Water,Drinks,3,4,12,Walk-in,6,T09
R21122,2025-04-25,Il Capriccio,Lunch,Penne Arrabbiata,Pasta,1,14,14,Phone,3,T22
R21146,2025-04-25,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Online,1,T10
R21176,2025-04-25,Bella Roma,Dinner,Panna Cotta,Dessert,1,7,7,Partner App,6,T09
R20087,2025-04-26,Bella Roma,Lunch,Gelato,Dessert,1,6,6,Phone,4,T03
R20194,2025-04-26,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Partner App,2,T16
R20240,2025-04-26,Bella Roma,Lunch,Penne Arrabbiata,Pasta,3,14,42,Phone,3,T09
R20253,2025-04-26,La Trattoria,Lunch,Espresso,Drinks,1,3,3,Phone,4,T17
R20489,2025-04-26,La Trattoria,Dinner,Lasagna,Pasta,1,18,18,Phone,3,T20
R20905,2025-04-26,Il Capriccio,Dinner,Lasagna,Pasta,1,18,18,Online,3,T10
R21147,2025-04-26,Il Capriccio,Dinner,Sparkling Water,Drinks,1,4,4,Walk-in,3,T04
R20017,2025-04-27,Bella Roma,Lunch,Sparkling Water,Drinks,2,4,8,Online,5,T21
R20020,2025-04-27,Il Capriccio,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,4,T04
R20176,2025-04-27,Il Capriccio,Dinner,Panna Cotta,Dessert,1,7,7,Online,3,T08
R20209,2025-04-27,Il Capriccio,Dinner,Espresso,Drinks,2,3,6,Online,2,T11
R20296,2025-04-27,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Walk-in,4,T10
R20300,2025-04-27,La Trattoria,Lunch,Quattro Stagioni,Pizza,1,18,18,Phone,4,T16
R20301,2025-04-27,Il Capriccio,Lunch,House Wine,Drinks,3,12,36,Walk-in,4,T20
R20734,2025-04-27,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Online,5,T17
R20762,2025-04-27,Il Capriccio,Lunch,Espresso,Drinks,2,3,6,Online,5,T17
R20982,2025-04-27,Il Capriccio,Dinner,Gelato,Dessert,1,6,6,Online,2,T05
R20013,2025-04-28,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,3,T15
R20326,2025-04-28,Il Capriccio,Dinner,House Wine,Drinks,3,12,36,Walk-in,3,T23
R20840,2025-04-28,La Trattoria,Dinner,Sparkling Water,Drinks,1,4,4,Partner App,3,T13
R20870,2025-04-28,Bella Roma,Dinner,Risotto ai Funghi,Pasta,2,19,38,Phone,1,T15
R20901,2025-04-28,Bella Roma,Lunch,Risotto ai Funghi,Pasta,3,19,57,Online,4,T25
R21083,2025-04-28,Bella Roma,Dinner,Risotto ai Funghi,Pasta,2,19,38,Partner App,2,T13
R21198,2025-04-28,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Phone,1,T15
R20061,2025-04-29,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Phone,4,T25
R20171,2025-04-29,Il Capriccio,Dinner,Diavola,Pizza,2,16,32,Phone,3,T23
R20258,2025-04-29,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Online,3,T05
R20395,2025-04-29,La Trattoria,Lunch,Panna Cotta,Dessert,3,7,21,Walk-in,2,T06
R20690,2025-04-29,La Trattoria,Dinner,Penne Arrabbiata,Pasta,1,14,14,Walk-in,3,T08
R20980,2025-04-29,Il Capriccio,Dinner,Espresso,Drinks,3,3,9,Online,1,T05
R21021,2025-04-29,La Trattoria,Lunch,Diavola,Pizza,1,16,16,Walk-in,3,T07
R21046,2025-04-29,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,2,T01
R20037,2025-04-30,La Trattoria,Lunch,Tiramisu,Dessert,2,8,16,Partner App,3,T16
R20523,2025-04-30,Bella Roma,Lunch,Risotto ai Funghi,Pasta,1,19,19,Online,1,T24
R20567,2025-04-30,Bella Roma,Lunch,Margherita Pizza,Pizza,1,14,14,Phone,1,T18
R20585,2025-04-30,La Trattoria,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,2,T06
R20597,2025-04-30,Bella Roma,Dinner,Quattro Stagioni,Pizza,1,18,18,Phone,3,T21
R20655,2025-04-30,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Partner App,4,T19
R20699,2025-04-30,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Partner App,6,T19
R20741,2025-04-30,Bella Roma,Lunch,Gelato,Dessert,2,6,12,Partner App,2,T02
R20837,2025-04-30,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Partner App,3,T22
R20848,2025-04-30,Il Capriccio,Dinner,Lasagna,Pasta,1,18,18,Online,1,T25
R20921,2025-04-30,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,1,14,14,Online,6,T14
R20961,2025-04-30,La Trattoria,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Phone,2,T03
R21019,2025-04-30,Il Capriccio,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Partner App,6,T03
R21108,2025-04-30,Bella Roma,Lunch,Sparkling Water,Drinks,1,4,4,Phone,3,T04
R20220,2025-05-01,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Walk-in,1,T24
R20269,2025-05-01,Il Capriccio,Lunch,Panna Cotta,Dessert,2,7,14,Walk-in,4,T22
R20358,2025-05-01,Bella Roma,Lunch,Gelato,Dessert,1,6,6,Partner App,2,T15
R20566,2025-05-01,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Partner App,2,T20
R20629,2025-05-01,Bella Roma,Lunch,Diavola,Pizza,1,16,16,Partner App,1,T12
R21032,2025-05-01,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Phone,3,T12
R21116,2025-05-01,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Online,3,T01
